id,name,yearsagobin,yearsago,yearextinct,yearextinctera,class,order,family,location,wikipedia,iucn-redlist,img,imgclass
Daubentonia robusta,Giant aye-aye,1100,1134,885,885 CE,Mammalia,Primates,Daubentoniidae,Madagascar,https://en.wikipedia.org/wiki/Giant_aye-aye,,https://i.pinimg.com/originals/00/97/26/009726f2066f29afd6217af30f88b4f9.jpg,tall
Euryapteryx curtus,Stout-legged moa,1100,1183,836,836 CE,Aves,Dinornithiformes,Emeidae,New Zealand,https://en.wikipedia.org/wiki/Broad-billed_moa,,http://nzbirdsonline.org.nz/sites/all/files/47042MA_I043760.jpg,tall
Heteropsomys insulans,Insular cave rat,1200,1288,731,731 CE,Mammalia,Rodentia,Echimyidae,Puerto Rico,https://en.wikipedia.org/wiki/Insular_cave_rat,,,
Pachylemur insignis,Pachylemur,1200,1289,730,730 CE,Mammalia,Primates,Lemuridae,Madagascar,https://en.wikipedia.org/wiki/Pachylemur,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pachylemur_insignis.jpg/440px-Pachylemur_insignis.jpg,tall
Puffinus olsoni,Lava shearwater,1300,1334,685,685 CE,Mammalia,Procellariiformes,Procellariidae,Canary Islands,https://en.wikipedia.org/wiki/Lava_shearwater,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Puffinus_olsoni_restoration.jpg/440px-Puffinus_olsoni_restoration.jpg,wide
Alopochen sirabensis,Malagasy shelduck,1400,1449,570,570 CE,Aves,Anseriformes,Anatidae,Madagascar,https://en.wikipedia.org/wiki/Malagasy_shelduck,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Alopochen_sirabensis.jpg/440px-Alopochen_sirabensis.jpg,tall
Mesopropithecus pithecoides,Mesopropithecus pithecoides,1400,1479,540,540 CE,Mammalia,Primates,Palaeopropithecidae,Madagascar,https://en.wikipedia.org/wiki/Mesopropithecus,,,
Hadropithecus,Hadropithecus,1400,1482,537,537 CE,Mammalia,Primates,Archaeolemuridae,Madagascar,https://en.wikipedia.org/wiki/Hadropithecus,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hadropithecus_stenognathus.jpg/440px-Hadropithecus_stenognathus.jpg,wide
Meiolania,Meiolania,1500,1569,450,450 CE,Reptilia,N/A,Meiolaniidae,New Caledonia,https://en.wikipedia.org/wiki/Meiolania,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Meiolania_platyceps.jpg/340px-Meiolania_platyceps.jpg,tall
Loxodonta africana pharaohensis,North African elephant,1700,1719,300,300 CE,Mammalia,Proboscidea,Elephantidae,North Africa,https://en.wikipedia.org/wiki/North_African_elephant,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Roman_bronze_elephant_Staatliche_Antikensammlungen_SL_50_2.jpg/440px-Roman_bronze_elephant_Staatliche_Antikensammlungen_SL_50_2.jpg,wide
Mesopropithecus globiceps,Mesopropithecus globiceps,1700,1763,256,256 CE,Mammalia,Primates,Palaeopropithecidae,Madagascar,https://en.wikipedia.org/wiki/Mesopropithecus,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Mesopropithecus_globiceps_skull_001.jpg/440px-Mesopropithecus_globiceps_skull_001.jpg,wide
Accipiter efficax,Powerful goshawk,1800,1819,200,200 CE,Aves,Accipitriformes,Accipitridae,New Caledonia,https://en.wikipedia.org/wiki/Powerful_goshawk,,,
Caloenas canacorum,Kanaka pigeon,1800,1819,200,200 CE,Aves,Columbiformes,Columbidae,New Caledonia,https://en.wikipedia.org/wiki/Kanaka_pigeon,,,
Megapodius molistructor,Pile-builder megapode,1800,1819,200,200 CE,Aves,Galliformes,Megapodiidae,New Caledonia,https://en.wikipedia.org/wiki/Pile-builder_megapode,,,
Porphyrio kukwiedei,New Caledonian gallinule,1800,1819,200,200 CE,Aves,Gruiformes,Rallidae,New Caledonia,https://en.wikipedia.org/wiki/New_Caledonian_gallinule,,,
Rhynochetos orarius,Lowland kagu,1800,1819,200,200 CE,Aves,Eurypygiformes,Rhynochetidae,New Caledonia,https://en.wikipedia.org/wiki/Lowland_kagu,,,
Apteribis,Apteribis,1900,1919,100,100 CE,Aves,Pelecaniformes,Threskiornithidae,Hawaii,https://en.wikipedia.org/wiki/Apteribis,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Apteribis_sp._%285212794163%29.jpg/440px-Apteribis_sp._%285212794163%29.jpg,tall
Coua primaeva,Coua primaeva,2000,2049,-30,30 BCE,Aves,Cuculiformes,Cuculidae,Madagascar,https://en.wikipedia.org/wiki/Coua,,,
Elephas maximus asurus,Syrian elephant,2100,2119,-100,100 BCE,Mammalia,Proboscidea,Elephantidae,Middle East,https://en.wikipedia.org/wiki/Syrian_elephant,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Elephant_Attacking_a_Feline.jpg/440px-Elephant_Attacking_a_Feline.jpg,wide
Archaeolemur edwardsi,Archaeolemur,2100,2129,-110,110 BCE,Mammalia,Primates,Archaeolemuridae,Madagascar,https://en.wikipedia.org/wiki/Archaeolemur,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Archaeolemur_edwardsi.jpg/440px-Archaeolemur_edwardsi.jpg,wide
Archaeolemur majori,Archaeolemur,2100,2129,-110,110 BCE,Mammalia,Primates,Archaeolemuridae,Madagascar,https://en.wikipedia.org/wiki/Archaeolemur,,,
Xenothrix mcgregori,Jamaican monkey,2200,2214,-195,195 BCE,Mammalia,Primates,Pitheciidae,Jamaica,https://en.wikipedia.org/wiki/Jamaican_monkey,,https://vignette.wikia.nocookie.net/prehistrico/images/b/bb/HadrSte1.jpg/revision/latest?cb=20151008173311&path-prefix=es,wide
Archaeoindris fontoynonti,Archaeoindris,2300,2360,-341,341 BCE,Mammalia,Primates,Palaeopropithecidae,Madagascar,https://en.wikipedia.org/wiki/Archaeoindris,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Archaeoindris_fontoynonti.jpg/440px-Archaeoindris_fontoynonti.jpg,wide
Crocidura balsamifera,Crocidura,2400,2469,-450,450 BCE,Mammalia,Eulipotyphla,Soricidae,Egypt,https://en.wikipedia.org/wiki/Crocidura,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Brehms_-_Crocidura_russulus.jpg/440px-Brehms_-_Crocidura_russulus.jpg,wide
Elasmodontomys obliquus,Plate-toothed giant hutia,2400,2476,-457,457 BCE,Mammalia,Rodentia,Heptaxodontidae,Puerto Rico,https://en.wikipedia.org/wiki/Plate-toothed_giant_hutia,,https://vignette.wikia.nocookie.net/prehistrico/images/b/b6/Ndex-3.jpeg/revision/latest/scale-to-width-down/220?cb=20150714093139&path-prefix=es,wide
Microgale macpheei,Microgale macpheei,2500,2549,-530,530 BCE,Mammalia,Afrosoricida (sub-order),Tenrecidae,Madagascar,https://en.wikipedia.org/wiki/Microgale_macpheei,,,
Megapodius alimentum,Consumed scrubfowl,2800,2809,-790,790 BCE,Aves,Galliformes,Megapodiidae,Tonga,https://en.wikipedia.org/wiki/Consumed_scrubfowl,,,
Thylogale christenseni,Pademelon,3300,3319,-1300,1300 BCE,Mammalia,Diprotodontia,Macropodidae,New Guinea,https://en.wikipedia.org/wiki/Pademelon,,,
Acratocnus odontrigonus,Acratocnus,3300,3399,-1380,1380 BCE,Mammalia,Pilosa,Megalonychidae,Puerto Rico,https://en.wikipedia.org/wiki/Acratocnus,,https://upload.wikimedia.org/wikipedia/commons/8/81/Habanocnus.JPG,wide
Sylviornis,giant flightless megapode,3500,3539,-1520,1520 BCE,Aves,none,Sylviornithidae,New Caledonia,https://en.wikipedia.org/wiki/Sylviornis,,http://s3-us-west-1.amazonaws.com/scifindr/articles/image2s/000/002/657/large/sylviornis2.jpg?1460254124,wide
Mammuthus primigenius,Woolly mammoth,3700,3719,-1700,1700 BCE,Mammalia,Proboscidea,Elephantidae,"North America, Russia",https://en.wikipedia.org/wiki/Woolly_mammoth,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Woolly_mammoth_model_Royal_BC_Museum_in_Victoria.jpg/440px-Woolly_mammoth_model_Royal_BC_Museum_in_Victoria.jpg,wide
Chendytes lawi,Law's diving-goose,3800,3819,-1800,1800 BCE,Aves,Anseriformes,Anatidae,California,https://en.wikipedia.org/wiki/Chendytes,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Chendytes_lawi.jpg/220px-Chendytes_lawi.jpg,tall
Megalocnus rodens,Megalocnus,4200,4259,-2240,2240 BCE,Mammalia,Pilosa,Megalonychidae,Cuba,https://en.wikipedia.org/wiki/Megalocnus,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Megalocnus.jpg/220px-Megalocnus.jpg,wide
Nesotrochis,Cuban cave rail,4200,4259,-2240,2240 BCE,Aves,Gruiformes,Rallidae,Cuba,https://en.wikipedia.org/wiki/Nesotrochis,,,
Neocnus comes,Neocnus,4200,4260,-2241,2241 BCE,Mammalia,Pilosa,Megalonychidae,Haiti,https://en.wikipedia.org/wiki/Neocnus,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Synocnus_comes.jpg/220px-Synocnus_comes.jpg,wide
Ardea bennuides,Bennu heron,4500,4569,-2550,2550 BCE,Aves,Pelecaniformes,Ardeidae,Arabian Peninsula,https://en.wikipedia.org/wiki/Bennu_heron,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Representation_of_the_Bennu_%281878%29_-_TIMEA.jpg/220px-Representation_of_the_Bennu_%281878%29_-_TIMEA.jpg,tall
Pelorovis antiquus,North African buffalo,4700,4784,-2765,2765 BCE,Mammalia,Artiodactyla,Bovidae,North Africa,https://en.wikipedia.org/wiki/Pelorovis,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Pelorovis.JPG/220px-Pelorovis.JPG,wide
Myotragus balearicus,Balearic cave goat,4800,4854,-2835,2835 BCE,Mammalia,Artiodactyla,Bovidae,Balearic Islands,https://en.wikipedia.org/wiki/Myotragus#Extinction,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Myotragus_balearicus.JPG/220px-Myotragus_balearicus.JPG,wide
Dusicyon avus,Falkland Islands wolf,4900,4934,-2915,2915 BCE,Mammalia,Carnivora,Canidae,"Uruguay, Argentina, Chile",https://en.wikipedia.org/wiki/Dusicyon,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/FalklandIslandFox2.jpg/220px-FalklandIslandFox2.jpg,wide
Parocnus browni,Parocnus browni,5000,5029,-3010,3010 BCE,Mammalia,Pilosa,Megalonychidae,Cuba,https://en.wikipedia.org/wiki/Pilosans_of_the_Caribbean,,,
Rallus eivissensis,Ibiza rail,6100,6199,-4180,4180 BCE,Aves,Gruiformes,Rallidae,Ibiza,https://en.wikipedia.org/wiki/Ibiza_rail,,,
Doedicurus clavicaudatus,Doedicurus,6600,6624,-4605,4605 BCE,Mammalia,Cingulata,Chlamyphoridae,South America,https://en.wikipedia.org/wiki/Doedicurus,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Doedicurus.png/220px-Doedicurus.png,wide
Megaloceros giganteus,Irish elk,6800,6885,-4866,4866 BCE,Mammalia,Artiodactyla,Cervidae,Urals and Western Siberia,https://en.wikipedia.org/wiki/Irish_elk,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Giant_deer.JPG/220px-Giant_deer.JPG,wide
Dactylopsila kambuaya,Dactylopsila kambuaya,6900,6969,-4950,4950 BCE,Mammalia,Diprotodontia,Pseudocheiridae,New Guinea,https://en.wikipedia.org/wiki/Dactylopsila,,,
Petauroides ayamaruensis,Petauroides ayamaruensis,6900,6969,-4950,4950 BCE,Mammalia,Diprotodontia,Pseudocheiridae,New Guinea,https://en.wikipedia.org/wiki/Pseudocheiridae,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Pseudocheirus_peregrinus-Cayley.jpg/220px-Pseudocheirus_peregrinus-Cayley.jpg,tall
Bison occidentalis,Bison occidentalis,7000,7019,-5000,5000 BCE,Mammalia,Artiodactyla,Bovidae,North America,https://en.wikipedia.org/wiki/Bison_occidentalis,,,
Praemegaceros cazioti,Sardinian giant deer,7000,7039,-5020,5020 BCE,Mammalia,Artiodactyla,Cervidae,Sardinia,https://en.wikipedia.org/wiki/Praemegaceros,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Megaloceros_Species.jpg/220px-Megaloceros_Species.jpg,wide
Megatherium americanum,Giant sloth,7300,7389,-5370,5370 BCE,Mammalia,Pilosa,Megatheriidae,Argentina,https://en.wikipedia.org/wiki/Megatherium,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Megatherum_DB.jpg/170px-Megatherum_DB.jpg,tall
Antidorcas bondi,Antidorcas bondi,7600,7639,-5620,5620 BCE,Mammalia,Artiodactyla,Bovidae,South Africa,https://en.wikipedia.org/w/index.php?title=Antidorcas_bondi&action=edit&redlink=1,,,
Siphonorhis daiquiri,Cuban pauraque,7900,7933,-5914,5914 BCE,Aves,Caprimulgiformes,Caprimulgidae,Cuba,https://en.wikipedia.org/wiki/Cuban_pauraque,,,
Megalotragus priscus,Megalotragus,8000,8069,-6050,6050 BCE,Mammalia,Artiodactyla,Bovidae,South Africa,https://en.wikipedia.org/wiki/Megalotragus,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Megalotragus_skull.jpg/220px-Megalotragus_skull.jpg,wide
Bubo insularis,Mediterranean brown fishing owl,8200,8294,-6275,6275 BCE,Aves,Strigiformes,Strigidae,Central and Easterm Mediterranean,https://en.wikipedia.org/wiki/Brown_fish_owl,,,
Camelops,Camelops,8300,8309,-6290,6290 BCE,Mammalia,Artiodactyla,Camelidae,North America,https://en.wikipedia.org/wiki/Camelops#Extinction,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Camelops_NT_small.jpg/220px-Camelops_NT_small.jpg,wide
Hemiauchenia,Hemiauchenia,8500,8596,-6577,6577 BCE,Mammalia,Artiodactyla,Camelidae,South America,https://en.wikipedia.org/wiki/Hemiauchenia,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Aepycamelus_Alticamelus_hharder.jpg/320px-Aepycamelus_Alticamelus_hharder.jpg,wide
Mylodon,Mylodon,8700,8708,-6689,6689 BCE,Mammalia,Pilosa,Mylodontidae,South America,https://en.wikipedia.org/wiki/Mylodon,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Mylodon_model.jpg/440px-Mylodon_model.jpg,wide
Ochotona whartoni,Giant Pika,8700,8739,-6720,6720 BCE,Mammalia,Lagomorpha,Ochotonidae,North America,https://en.wikipedia.org/wiki/Giant_pika,,,
Mammuthus columbi,Columbian mammoth,8700,8749,-6730,6730 BCE,Mammalia,Proboscidea,Elephantidae,North America,https://en.wikipedia.org/wiki/Columbian_mammoth,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Archidiskodon_imperator121.jpg/220px-Archidiskodon_imperator121.jpg,wide
Bison priscus,Steppe bison,8900,8929,-6910,6910 BCE,Mammalia,Artiodactyla,Bovidae,"Europe, Central and Northern to Northeast Asia, North America, Beringia",https://en.wikipedia.org/wiki/Steppe_bison,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Prazubr_rysunek_600.jpg/220px-Prazubr_rysunek_600.jpg,wide
Scelidodon chiliensis,Scelidodon,8900,8979,-6960,6960 BCE,Mammalia,Pilosa,Mylodontidae,South America,https://en.wikipedia.org/wiki/Scelidodon,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Scelidodon.JPG/220px-Scelidodon.JPG,wide
Smilodon populator,Saber Toothed Tiger,9100,9199,-7180,7180 BCE,Mammalia,Carnivora,Felidae,Brazil,https://en.wikipedia.org/wiki/Smilodon,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Smilodon_fatalis.jpg/220px-Smilodon_fatalis.jpg,wide
Hippopotamus minor,Cyprus dwarf hippopotamus,9300,9309,-7290,7290 BCE,Mammalia,Artiodactyla,Hippopotamidae,Cyprus,https://en.wikipedia.org/wiki/Cyprus_dwarf_hippopotamus,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Hippo-Cyprus.JPG/220px-Hippo-Cyprus.JPG,wide
Canis dirus,Dire wolf,9400,9469,-7450,7450 BCE,Mammalia,Carnivora,Canidae,"North America, South America",https://en.wikipedia.org/wiki/Dire_wolf,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Canis_dirus_Sternberg_Museum.jpg/240px-Canis_dirus_Sternberg_Museum.jpg,wide
Mylohyus,Mylohyus,9400,9479,-7460,7460 BCE,Mammalia,Artiodactyla,Tayassuidae,"North America, Central America",https://en.wikipedia.org/wiki/Mylohyus,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Mylohyus_nasutus.jpg/220px-Mylohyus_nasutus.jpg,wide
Palaeoloxodon cypriotes,Cyprus dwarf elephant,9400,9489,-7470,7470 BCE,Mammalia,Proboscidea,Elephantidae,Cyprus,https://en.wikipedia.org/wiki/Cyprus_dwarf_elephant,,,
Megalonyx jeffersonii,Megalonyx jeffersonii,9500,9509,-7490,7490 BCE,Mammalia,Pilosa,Megalonychidae,North America,https://en.wikipedia.org/wiki/Megalonyx,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Megalonyx_wheatleyi12.jpg/440px-Megalonyx_wheatleyi12.jpg,wide
Sangamona,Stilt-legged deer,9500,9509,-7490,7490 BCE,Mammalia,Artiodactyla,Cervidae,North America,https://en.wikipedia.org/wiki/Sangamona,,,
Catonyx cuvieri,Catonyx,9600,9649,-7630,7630 BCE,Mammalia,Pilosa,Mylodontidae,North America,https://en.wikipedia.org/wiki/Catonyx,,,
Nothrotheriops,Nothrotheriops,9900,9909,-7890,7890 BCE,Mammalia,Xenarthra,Nothrotheriidae,North America,https://en.wikipedia.org/wiki/Nothrotheriops,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Nothrotheriops.jpg/200px-Nothrotheriops.jpg,wide
Glossotherium,Glossotherium,9900,9949,-7930,7930 BCE,Mammalia,Xenarthra,Mylodontidae,North America,https://en.wikipedia.org/wiki/Glossotherium,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Extm_Glossotherium_robustum_rbh-hlmwh01913-12.jpg/220px-Extm_Glossotherium_robustum_rbh-hlmwh01913-12.jpg,wide
Homesina floridanus,Homesina floridanus,9900,9949,-7930,7930 BCE,Mammalia,Cingulata,Pampatheriidae,North America,https://en.wikipedia.org/wiki/Holmesina,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Holmesina_floridanus_life_reconstruction.jpg/220px-Holmesina_floridanus_life_reconstruction.jpg,wide
Palaeolama mirifica,Palaeolama,9900,9949,-7930,7930 BCE,Mammalia,Artiodactyla,Camelidae,South America,https://en.wikipedia.org/wiki/Palaeolama,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Pleistocene_mammals_of_Chile.jpg/220px-Pleistocene_mammals_of_Chile.jpg,wide
Tapirus veroensis,vero tapir,9900,9949,-7930,7930 BCE,Mammalia,Perissodactyla,Tapiridae,,https://en.wikipedia.org/wiki/Tapir,,https://markgelbart.files.wordpress.com/2011/12/mountain-tapir-photos.jpg?w=300,wide
Ciconia maltha,La Brea stork,10000,10019,-8000,8000 BCE,Aves,Ciconiiformes,Ciconiidae,United States,https://en.wikipedia.org/wiki/Ciconia_maltha,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Ciconia_maltha.jpg/220px-Ciconia_maltha.jpg,tall
Dasypus bellus,beautiful armadillo,10000,10019,-8000,8000 BCE,Mammalia,Cingulata,Dasypodidae,North America and South America,https://en.wikipedia.org/wiki/Dasypus_bellus,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/D._bellus_jaw.png/220px-D._bellus_jaw.png,tall
Holmesina septentrionalis ,Holmesina septentrionalis ,10000,10019,-8000,8000 BCE,Mammalia,Cingulata,Pampatheriidae,North America,https://en.wikipedia.org/wiki/Holmesina,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Gyptodon_Cosmo_Caixa.JPG/250px-Gyptodon_Cosmo_Caixa.JPG,wide
Meleagris californica,Californian turkey,10000,10019,-8000,8000 BCE,Aves,Galliformes,Phasianidae,California,https://en.wikipedia.org/wiki/Californian_turkey,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Meleagris_NT.jpg/220px-Meleagris_NT.jpg,wide
Teratornis merriami,Teratornis merriami,10000,10019,-8000,8000 BCE,Aves,Accipitriformes,Teratornithidae,North America and South America,https://en.wikipedia.org/wiki/Teratornithidae,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Teratornis_BW.jpg/220px-Teratornis_BW.jpg,wide
Teratornis woodburnensis,Teratornis woodburnensis,10000,10019,-8000,8000 BCE,Aves,Accipitriformes,Teratornithidae,North America and South America,https://en.wikipedia.org/wiki/Teratornithidae,,,
Tremarctos floridanus,Florida spectacled bear,10000,10019,-8000,8000 BCE,Mammalia,Carnivora,Ursidae,North America,https://en.wikipedia.org/wiki/Tremarctos_floridanus,,,
Amerhippus,Amerhippus,10200,10259,-8240,8240 BCE,Mammalia,Perissodactyla,Equidae,South America,https://en.wikipedia.org/wiki/Amerhippus,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/South_American_Pleistocene_equids.jpg/434px-South_American_Pleistocene_equids.jpg,wide
Glyptodon,Glyptodon,10200,10259,-8240,8240 BCE,Mammalia,Cingulata,Chlamyphoridae,South America,https://en.wikipedia.org/wiki/Glyptodon,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Glyptodon_%28Riha2000%29.jpg/220px-Glyptodon_%28Riha2000%29.jpg,wide
Toxodon,Toxodon,10200,10259,-8240,8240 BCE,Mammalia,Notoungulata,Toxodontidae,South America,https://en.wikipedia.org/wiki/Toxodon,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Toxodon_NT_small.jpg/220px-Toxodon_NT_small.jpg,wide
Castoroides,Giant beaver,10200,10299,-8280,8280 BCE,Mammalia,Rodentia,Castoridae,North America,https://en.wikipedia.org/wiki/Castoroides,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Castoroides_Knight.jpg/220px-Castoroides_Knight.jpg,wide
Cervalces scotti,Elk moose,10200,10299,-8280,8280 BCE,Mammalia,Artiodactyla,Cervidae,North America,https://en.wikipedia.org/wiki/Cervalces_scotti,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Life_restoration_cervalces_scotti.jpg/220px-Life_restoration_cervalces_scotti.jpg,wide
Martes nobilis,Noble marten,10400,10439,-8420,8420 BCE,Mammalia,Carnivora,Mustelidae,North America,https://en.wikipedia.org/wiki/Marten,,,
Panthera leo atrox,American lion,10400,10439,-8420,8420 BCE,Mammalia,Carnivora,Felidae,North America,https://en.wikipedia.org/wiki/American_lion,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/PantheraLeoAtrox1.jpg/220px-PantheraLeoAtrox1.jpg,wide
Mammut Americanum,American Mastodon,10500,10519,-8500,8500 BCE,Mammalia,Proboscidea,Mammut,"North America, North Central Asia",https://en.wikipedia.org/wiki/Mastodon,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Knight_Mastodon.jpg/220px-Knight_Mastodon.jpg,wide
Hippidion,Hippidion,10700,10754,-8735,8735 BCE,Mammalia,Perissodactyla,Equidae,South America,https://en.wikipedia.org/wiki/Hippidion,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/South_American_Pleistocene_equids.jpg/220px-South_American_Pleistocene_equids.jpg,wide
Oreamnos harringtoni,Harrington's mountain goat,10900,10939,-8920,8920 BCE,Mammalia,Artiodactyla,Bovidae,North America,https://en.wikipedia.org/wiki/Harrington%27s_mountain_goat,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Oreamnos_harringtoni.jpg/220px-Oreamnos_harringtoni.jpg,wide
Amplibuteo woodwardi,Woodward's eagle,11000,11019,-9000,9000 BCE,Aves,Accipitriformes,Accipitridae,North America and Caribbean,https://en.wikipedia.org/wiki/Woodward%27s_eagle,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Amplibuteo_woodwardi.jpg/220px-Amplibuteo_woodwardi.jpg,tall
Gymnogyps varonai,Cuban condor,11000,11019,-9000,9000 BCE,Aves,Accipitriformes,Cathartidae,Cuba,https://en.wikipedia.org/wiki/Gymnogyps_varonai,,,
Bootherium bombifrons,Harlan's muskox,11000,11049,-9030,9030 BCE,Mammalia,Artiodactyla,Bovidae,North America,https://en.wikipedia.org/wiki/Bootherium_bombifrons,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Bootherium_bombifrons.JPG/220px-Bootherium_bombifrons.JPG,wide
Mammuthus exilis,Pygmy mammoth,11000,11099,-9080,9080 BCE,Mammalia,Proboscidea,Elephantidae,Northern Channel Islands,https://en.wikipedia.org/wiki/Pygmy_mammoth,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Mammuthus_exilis.jpg/220px-Mammuthus_exilis.jpg,wide
Scelidotherium,Scelidotherium,11100,11109,-9090,9090 BCE,Mammalia,Xenarthra,Mylodontidae,South America,https://en.wikipedia.org/wiki/Scelidotherium,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Scelidotherium_leptocephalum_side.jpg/220px-Scelidotherium_leptocephalum_side.jpg,wide
Stegomastodon,Stegomastodon,11100,11109,-9090,9090 BCE,Mammalia,Proboscidea,Gomphotheriidae,South America,https://en.wikipedia.org/wiki/Stegomastodon,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Stegomastodon_mirificus_-_Smithsonian.JPG/220px-Stegomastodon_mirificus_-_Smithsonian.JPG,wide
Platygonus,Platygonus,11100,11129,-9110,9110 BCE,Mammalia,Artiodactyla,Tayassuidae,"North America, South America",https://en.wikipedia.org/wiki/Platygonus,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Platygonus_leptorhinus.jpg/220px-Platygonus_leptorhinus.jpg,wide
Panthera onca mesembrina,Panthera onca mesembrina,11100,11154,-9135,9135 BCE,Mammalia,Carnivora,Felidae,"North America, South America",https://en.wikipedia.org/wiki/Panthera_onca_mesembrina,,,
Symbos,Woodland musk ox,11100,11169,-9150,9150 BCE,Mammalia,Artiodactyla,Bovidae,North America,https://en.wikipedia.org/wiki/Caprinae#Fossil_genera,,,
Bison antiquus,Ancient bison,11100,11199,-9180,9180 BCE,Mammalia,Artiodactyla,Bovidae,North America,https://en.wikipedia.org/wiki/Bison_antiquus,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Bison_antiquus.jpg/220px-Bison_antiquus.jpg,wide
Capromeryx,Capromeryx,11200,11239,-9220,9220 BCE,Mammalia,Artiodactyla,Antilocapridae,North America,https://en.wikipedia.org/wiki/Capromeryx,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Capromeryx_minor_p1350725.jpg/220px-Capromeryx_minor_p1350725.jpg,wide
Equus conversidens,Mexican horse,11300,11399,-9380,9380 BCE,Mammalia,Perissodactyla,Equidae,North America,https://en.wikipedia.org/wiki/Equus_conversidens,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Equus_conversidens.jpg/220px-Equus_conversidens.jpg,wide
Stockoceros,Stockoceros,11300,11399,-9380,9380 BCE,Mammalia,Artiodactyla,Antilocapridae,North America,https://en.wikipedia.org/wiki/Stockoceros,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Fossil_ruminant.jpg/220px-Fossil_ruminant.jpg,tall
